Customer_ID,Recency,Frequency,Monetary
CUST00549,751,1,373.38
CUST00550,1776,1,935.36
CUST00551,1784,1,870.97
CUST00552,470,1,824.67
CUST00553,955,1,806.02
CUST00554,387,1,418.83
CUST00555,837,1,559.3
CUST00556,837,1,402.29
CUST00557,648,1,106.54
CUST00558,509,1,431.32
CUST00559,1690,1,695.07
CUST00560,1316,1,498.22
CUST00561,939,1,769.1
CUST00562,961,1,724.2
CUST00563,1018,1,974.28
CUST00564,550,1,947.66
CUST00565,738,1,588.97
CUST00566,647,1,721.61
CUST00567,939,1,592.34
CUST00568,769,1,432.17
CUST00569,1202,1,422.29
CUST00570,1108,1,496.58
CUST00571,1132,1,457.52
CUST00572,1010,1,561.35
CUST00573,1741,1,727.21
CUST00574,1736,1,734.96
CUST00575,1614,1,830.19
CUST00576,1432,1,863.43
CUST00577,892,1,844.57
CUST00578,1018,1,613.84
CUST00579,1269,1,416.77
CUST00580,1322,1,269.55
CUST00581,1005,1,344.14
CUST00582,455,1,836.24
CUST00583,469,1,816.09
CUST00584,817,1,294.51
CUST00585,1547,1,472.14
CUST00586,676,1,142.02
CUST00587,927,1,11.7
CUST00588,918,1,931.29
CUST00589,672,1,747.08
CUST00590,1665,1,883.67
CUST00591,1312,1,89.91
CUST00592,592,1,891.8
CUST00593,1297,1,694.73
CUST00594,1354,1,866.1
CUST00595,1621,1,609.2
CUST00596,1393,1,101.54
CUST00597,1808,1,774.57
CUST00598,1655,1,152.16
CUST00599,1123,1,935.96
CUST00600,696,1,478.01
CUST00601,625,1,590.53
CUST00602,1263,1,25.05
CUST00603,1041,1,570.97
CUST00604,866,1,944.11
CUST00605,925,1,377.26
CUST00606,1676,1,323.45
CUST00607,563,1,755.35
CUST00608,1701,1,298.36
CUST00609,1509,1,579.67
CUST00610,401,1,484.45
CUST00611,614,1,322.6
CUST00612,563,1,61.51
CUST00613,1526,1,126.96
CUST00614,692,1,277.15
CUST00615,1781,1,546.89
CUST00616,892,1,797.61
CUST00617,1424,1,235.37
CUST00618,1279,1,343.08
CUST00619,1140,1,441.41
CUST00620,1482,1,394.32
CUST00621,1155,1,145.29
CUST00623,935,1,620.98
CUST00624,598,1,51.92
CUST00625,1454,1,331.52
CUST00626,1289,1,741.27
CUST00627,1665,1,137.27
CUST00628,713,1,130.48
CUST00629,1641,1,358.54
CUST00630,587,1,155.92
CUST00631,934,1,822.17
CUST00632,506,1,536.18
CUST00633,437,1,501.94
CUST00634,599,1,583.45
CUST00635,1666,1,174.55
CUST00636,798,1,118.95
CUST00637,865,1,686.03
CUST00638,534,1,257.39
CUST00639,1175,1,212.19
CUST00640,1378,1,606.76
CUST00641,460,1,182.61
CUST00642,414,1,456.7
CUST00643,698,1,401.41
CUST00644,647,1,693.77
CUST00645,441,1,942.11
CUST00646,1570,1,743.14
CUST00647,1591,1,760.39
CUST00648,1359,1,186.3
CUST00649,727,1,977.99
CUST00650,693,1,634.12
CUST00651,477,1,517.59
CUST00652,618,1,886.02
CUST00653,419,1,251.12
CUST00654,372,1,296.72
CUST00655,1031,1,959.64
CUST00656,1724,1,739.92
CUST00657,795,1,735.85
CUST00658,1065,1,780.26
CUST00659,902,1,687.71
CUST00660,816,1,771.68
CUST00661,732,1,722.03
CUST00662,1021,1,919.84
CUST00663,998,1,419.37
CUST00664,550,1,867.4
CUST00665,1598,1,849.63
CUST00666,1803,1,145.84
CUST00667,968,1,165.25
CUST00668,1343,1,372.75
CUST00669,1526,1,270.61
CUST00670,855,1,179.21
CUST00671,1808,1,916.44
CUST00672,1326,1,268.76
CUST00673,1072,1,323.42
CUST00674,1304,1,197.96
CUST00675,1278,1,526.69
CUST00676,1508,1,746.61
CUST00677,1665,1,50.53
CUST00678,1189,1,818.22
CUST00679,1377,1,267.89
CUST00680,1003,1,550.9
CUST00681,1788,1,642.46
CUST00682,559,1,160.95
CUST00683,1214,1,643.96
CUST00684,1122,1,707.09
CUST00685,873,1,796.24
CUST00686,1524,1,210.23
CUST00687,1775,1,10.42
CUST00688,481,1,961.31
CUST00689,1136,1,958.88
CUST00690,512,1,168.54
CUST00691,704,1,159.07
CUST00692,1629,1,566.03
CUST00693,1107,1,151.73
CUST00694,1099,1,309.93
CUST00695,1667,1,668.2
CUST00696,768,1,859.99
CUST00697,1128,1,924.39
CUST00698,581,1,802.6
CUST00699,1558,1,265.03
CUST00700,1482,1,458.36
CUST00701,518,1,634.13
CUST00702,1703,1,322.68
CUST00703,1574,1,928.54
CUST00704,1652,1,862.8
CUST00705,1236,1,860.13
CUST00706,892,1,952.42
CUST00707,686,1,781.9
CUST00708,1458,1,216.53
CUST00709,1594,1,984.27
CUST00710,1390,1,673.9
CUST00711,746,1,752.99
CUST00712,1276,1,527.72
CUST00713,1009,1,937.05
CUST00714,918,1,681.77
CUST00715,677,1,772.4
CUST00716,426,1,345.79
CUST00717,1458,1,579.43
CUST00718,1031,1,922.71
CUST00719,984,1,194.03
CUST00720,1318,1,508.65
CUST00721,1217,1,85.41
CUST00722,915,1,830.73
CUST00723,569,1,103.59
CUST00724,1151,1,529.57
CUST00725,446,1,202.17
CUST00726,1627,1,422.24
CUST00727,1696,1,985.08
CUST00728,506,1,488.26
CUST00729,1459,1,854.84
CUST00730,1288,1,407.29
CUST00731,665,1,312.79
CUST00732,473,1,825.11
CUST00734,1022,1,299.89
CUST00736,958,1,878.95
CUST00737,912,1,794.92
CUST00738,616,1,830.82
CUST00739,497,1,374.46
CUST00740,1297,1,983.71
CUST00741,692,1,817.71
CUST00742,905,1,582.64
CUST00743,1196,1,966.56
CUST00744,1702,1,795.16
CUST00745,552,1,707.42
CUST00746,1194,1,101.4
CUST00747,1807,1,295.9
CUST00748,488,1,167.12
CUST00749,1279,1,50.62
CUST00750,640,1,60.46
CUST00751,1591,1,385.39
CUST00752,885,1,585.71
CUST00753,1153,1,319.6
CUST00754,1049,1,262.42
CUST00755,1568,1,723.06
CUST00756,1680,1,625.97
CUST00757,956,1,363.87
CUST00758,840,1,949.52
CUST00759,699,1,577.13
CUST00760,1653,1,288.55
CUST00761,1755,1,434.19
CUST00762,1023,1,833
CUST00763,937,1,590.57
CUST00764,671,1,742.14
CUST00765,894,1,102.71
CUST00766,868,1,527.42
CUST00767,1560,1,596.19
CUST00768,565,1,863.32
CUST00769,1367,1,199.25
CUST00770,510,1,216.8
CUST00771,937,1,633.95
CUST00772,1450,1,799.23
CUST00773,1466,1,615.26
CUST00774,983,1,190.54
CUST00775,1443,1,60.52
CUST00776,916,1,929.62
CUST00777,1823,1,857.54
CUST00778,1413,1,130.33
CUST00779,1233,1,611.06
CUST00780,793,1,569.95
CUST00781,1609,1,535.24
CUST00782,389,1,795.98
CUST00783,1407,1,873.25
CUST00784,803,1,942.48
CUST00785,1471,1,578.38
CUST00786,1269,1,882.02
CUST00787,956,1,498.86
CUST00788,1767,1,745.95
CUST00789,614,1,227.28
CUST00790,1531,1,446.91
CUST00791,1433,1,364.73
CUST00792,1402,1,11.51
CUST00793,1602,1,975.58
CUST00794,1759,1,464.18
CUST00795,1425,1,23.66
CUST00796,442,1,629.46
CUST00797,1547,1,502.6
CUST00798,1117,1,957.9
CUST00799,1696,1,531.51
CUST00800,901,1,612.72
CUST00801,1295,1,24.35
CUST00802,1283,1,160.96
CUST00803,1094,1,658.41
CUST00804,488,1,118.58
CUST00805,593,1,209.16
CUST00806,818,1,815.6
CUST00807,648,1,643.75
CUST00808,1376,1,956.88
CUST00809,1094,1,763.65
CUST00810,1286,1,598.88
CUST00811,1090,1,284.85
CUST00812,1112,1,890.48
CUST00813,652,1,367.78
CUST00814,1440,1,624.67
CUST00815,1496,1,591.01
CUST00816,1661,1,796.97
CUST00817,1234,1,126.58
CUST00818,846,1,713.21
CUST00819,1308,1,970.75
CUST00820,1542,1,659.91
CUST00821,1076,1,841.52
CUST00822,864,1,643.34
CUST00823,1715,1,273.97
CUST00824,1735,1,409.48
CUST00825,1130,1,524.95
CUST00826,513,1,589.3
CUST00827,730,1,804.53
CUST00828,462,1,636.68
CUST00829,1602,1,517.44
CUST00830,398,1,865.19
CUST00831,1798,1,625.06
CUST00832,1393,1,804.99
CUST00833,1606,1,728.73
CUST00834,1354,1,859.17
CUST00835,576,1,59.28
CUST00836,989,1,634.39
CUST00837,708,1,474.91
CUST00838,659,1,277.94
CUST00839,758,1,843.78
CUST00840,1367,1,674.81
CUST00841,1454,1,227.91
CUST00842,1467,1,943.2
CUST00843,1028,1,320.26
CUST00844,1548,1,795.73
CUST00845,385,1,601.63
CUST00846,579,1,821.16
CUST00847,735,1,879.88
CUST00848,1372,1,904.83
CUST00849,551,1,418.98
CUST00850,765,1,544.06
CUST00851,909,1,547.06
CUST00852,546,1,395.4
CUST00853,1198,1,773.33
CUST00854,1084,1,164.53
CUST00855,634,1,499.51
CUST00856,1330,1,902.23
CUST00857,578,1,250.25
CUST00858,1085,1,546.97
CUST00859,431,1,341.69
CUST00860,642,1,265.45
CUST00861,1567,1,701.41
CUST00862,1134,1,291.97
CUST00863,373,1,83.75
CUST00864,1046,1,727.13
CUST00865,1817,1,516.12
CUST00866,631,1,776.07
CUST00867,838,1,361.93
CUST00868,1445,1,718.14
CUST00869,660,1,363.68
CUST00870,752,1,761.34
CUST00871,1361,1,423.07
CUST00872,1270,1,752.28
CUST00873,1566,1,654.7
CUST00874,1674,1,611.4
CUST00875,1065,1,847.48
CUST00876,707,1,842.66
CUST00877,1048,1,840.96
CUST00878,1780,1,403.92
CUST00879,1451,1,955.87
CUST00880,1121,1,957.12
CUST00881,1311,1,283.45
CUST00882,585,1,31.79
CUST00883,1273,1,135.24
CUST00884,1761,1,16.15
CUST00885,811,1,258.34
CUST00886,410,1,506.77
CUST00887,1434,1,320.58
CUST00888,1052,1,52.16
CUST00889,1701,1,723.13
CUST00890,678,1,470.75
CUST00891,374,1,373.82
CUST00892,1432,1,109.08
CUST00893,1715,1,105.23
CUST00894,1664,1,533.74
CUST00895,1790,1,292.21
CUST00896,1030,1,786.55
CUST00897,1449,1,650.6
CUST00898,1388,1,246.47
CUST00899,892,1,664.02
CUST00900,375,1,86.15
CUST00901,1335,1,21.27
CUST00902,1424,1,501.35
CUST00903,886,1,14.72
CUST00904,1592,1,40.07
CUST00905,1356,1,459.5
CUST00906,611,1,506.17
CUST00907,1396,1,768.67
CUST00908,856,1,936.53
CUST00909,1196,1,382.26
CUST00910,952,1,267.42
CUST00911,442,1,494.1
CUST00912,1470,1,484.53
CUST00913,1325,1,868.35
CUST00914,1616,1,697.55
CUST00915,1633,1,34.24
CUST00916,1173,1,294.48
CUST00917,485,1,202.3
CUST00918,547,1,377.29
CUST00919,1014,1,237.88
CUST00920,523,1,606.16
CUST00921,1132,1,520.86
CUST00922,885,1,528.28
CUST00923,1277,1,702.34
CUST00924,1397,1,843.57
CUST00925,910,1,676.73
CUST00926,1607,1,581.48
CUST00927,1470,1,66.92
CUST00928,1797,1,623.05
CUST00929,1487,1,687.51
CUST00930,567,1,516.19
CUST00931,1771,1,533.96
CUST00932,1200,1,844.26
CUST00933,1767,1,534.72
CUST00934,1037,1,950.53
CUST00935,606,1,741.94
CUST00936,1545,1,194.71
CUST00937,1798,1,404.34
CUST00938,944,1,107.39
CUST00939,1219,1,18.52
CUST00940,1386,1,136.91
CUST00941,1372,1,321.43
CUST00942,1629,1,714.68
CUST00943,947,1,395
CUST00944,781,1,822.89
CUST00945,1427,1,440.97
CUST00946,1280,1,811.23
CUST00947,1162,1,814.26
CUST00948,564,1,334.29
CUST00950,931,1,451.36
CUST00951,1144,1,800.14
CUST00952,1287,1,252.2
CUST00953,718,1,288.42
CUST00954,914,1,809.6
CUST00955,602,1,508.84
CUST00956,1088,1,89.16
CUST00957,898,1,723.98
CUST00958,1305,1,791.26
CUST00959,1444,1,498.26
CUST00960,755,1,580
CUST00961,1309,1,702.24
CUST00962,1234,1,411.62
CUST00963,1034,1,268.01
CUST00964,610,1,95.87
CUST00965,631,1,174.44
